PC1,PC2,PC3,PC4,PC5,PC6
-444.9072816444759,-450.91724568540025,-181.00730701888463,46.89428041700546,48.98402016979,1.5737734602172626
-453.8222167199972,-466.2681366484079,-174.56993081824913,45.76430138132994,39.65050628042779,-5.705296311232517
-446.7830478458654,-459.7644890228898,-171.17833755921066,44.36857575151902,65.15390965069591,14.678747574044472
-447.5622185307291,-465.1887393781958,-170.27853677612322,42.7706673045673,75.0447279628854,-11.965913252890553
-447.875712321413,-477.95068057278536,-139.159451823058,58.058156390576784,72.12712962877583,30.33669805372749
-419.82697438450526,-436.9133369948262,-157.39232153996838,50.32892578351493,58.273396696597985,29.285944479717024
-424.96913386537256,-442.1661742670697,-156.58849249538525,55.069557090029804,58.31841024479423,35.96495359546949
-435.7081628660917,-453.0105418639206,-165.43207401180075,59.91576759025307,43.64287566194296,13.881510817151277
-445.1447305113756,-466.61391944567254,-157.5071622287896,55.253643830941826,69.38971857012258,12.097876661903427
-450.3035372571628,-466.62725834160153,-173.21267005057905,72.42589679888155,64.4053162091906,-9.686632436693976
-441.77618521690385,-456.0173173951845,-174.52506883674795,49.57076241219275,79.55982606936212,15.697486554013679
-445.6146781392906,-459.98860640906116,-166.90412504297316,49.25135078548965,62.747585799553036,31.311428156143677
-440.6306483124748,-459.17794058360914,-159.7739324015978,64.86042282316077,61.257595634791926,31.69297518524747
-437.4065083409598,-454.7030400210342,-164.07015030387174,101.85880515021489,50.43153339484407,22.16912113888274
-465.40329606819455,-488.9952915003238,-162.7576575865949,91.27766702637857,49.3758456956738,19.636102221097726
-458.6195154927568,-471.35089527692196,-182.93385932251664,70.42190458688023,40.18610935043934,17.633269993746662
-466.2433513855292,-481.1873525181145,-182.19373493039632,52.678389736340904,39.23035843148786,16.244226835419393
-457.5938701446709,-474.43113798469903,-180.6152979367683,55.374825129816145,52.34470437097855,2.603682610261867
-465.95511245377355,-481.4366382764169,-181.72691638669636,65.62430609186274,66.16433887680874,13.875339964102238
-462.6845872922763,-478.4926760590811,-177.5916451247819,59.052589375531255,66.49122701831777,-6.673509106176709
-454.71869502534173,-470.424716379116,-169.22080387147133,62.89653959961234,67.04574975219919,26.331392171865755
-457.12551703394087,-479.8538384542976,-152.4038900038746,59.88208491267028,68.24252968896428,43.38802040053892
-444.5961562695718,-467.54856929864025,-154.68846684797606,51.433033870756304,67.97394086805026,37.06651687845729
-436.29689408131196,-459.58635488160996,-156.6030921389222,27.75993726926299,63.39498850110579,14.23505836878981
